images\448.jpg Annotatio\448.png
images\CRACK500_IMG_2941_649_969.jpg Annotatio\CRACK500_IMG_2941_649_969.png
images\CRACK500_20160324_170309_641_1081.jpg Annotatio\CRACK500_20160324_170309_641_1081.png
images\Rissbilder_for_Florian_9S6A3094_19_944_3812_4471.jpg Annotatio\Rissbilder_for_Florian_9S6A3094_19_944_3812_4471.png
images\Rissbilder_for_Florian_9S6A3113_714_2844_2016_2272.jpg Annotatio\Rissbilder_for_Florian_9S6A3113_714_2844_2016_2272.png
images\Rissbilder_for_Florian_9S6A2888_8_758_3832_3871.jpg Annotatio\Rissbilder_for_Florian_9S6A2888_8_758_3832_3871.png
images\CRACK500_20160330_163725_1921_361.jpg Annotatio\CRACK500_20160330_163725_1921_361.png
images\CRACK500_20160225_114503_1_1081.jpg Annotatio\CRACK500_20160225_114503_1_1081.png
images\IMG_20190821_203749_BURST2_1.jpg Annotatio\IMG_20190821_203749_BURST2_1.png
images\Rissbilder_for_Florian_9S6A3123_393_889_3350_4077.jpg Annotatio\Rissbilder_for_Florian_9S6A3123_393_889_3350_4077.png
images\CRACK500_20160307_164226_1_1.jpg Annotatio\CRACK500_20160307_164226_1_1.png
images\noncrack_noncrack_concrete_wall_45_9.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_45_9.jpg.png
images\556.jpg Annotatio\556.png
images\CRACK500_20160303_092806_1_721.jpg Annotatio\CRACK500_20160303_092806_1_721.png
images\CRACK500_20160329_093920_1_361.jpg Annotatio\CRACK500_20160329_093920_1_361.png
images\CRACK500_20160308_072921_641_1081.jpg Annotatio\CRACK500_20160308_072921_641_1081.png
images\IMG_20190821_202513_BURST2_2.jpg Annotatio\IMG_20190821_202513_BURST2_2.png
images\aug_20200228_111055_2.jpg Annotatio\aug_20200228_111055_2.png
images\aug_20200228_110619_2.jpg Annotatio\aug_20200228_110619_2.png
images\CRACK500_20160307_162704_1921_721.jpg Annotatio\CRACK500_20160307_162704_1921_721.png
images\Rissbilder_for_Florian_9S6A2865_280_1563_2485_3108.jpg Annotatio\Rissbilder_for_Florian_9S6A2865_280_1563_2485_3108.png
images\noncrack_noncrack_concrete_wall_4_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_4_2.jpg.png
images\20200227_092813.jpg Annotatio\20200227_092813.png
images\noncrack_noncrack_concrete_wall_76_47.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_76_47.jpg.png
images\CRACK500_20160222_164851_641_361.jpg Annotatio\CRACK500_20160222_164851_641_361.png
images\Rissbilder_for_Florian_9S6A2837_452_651_2159_2471.jpg Annotatio\Rissbilder_for_Florian_9S6A2837_452_651_2159_2471.png
images\aug_426.jpg Annotatio\aug_426.png
images\noncrack_noncrack_concrete_wall_48_6.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_48_6.jpg.png
images\065.jpg Annotatio\065.png
images\Rissbilder_for_Florian_9S6A2817_489_546_3238_3200.jpg Annotatio\Rissbilder_for_Florian_9S6A2817_489_546_3238_3200.png
images\aug_IMG_3546_1.jpg Annotatio\aug_IMG_3546_1.png
images\CRACK500_20160308_073310_1921_721.jpg Annotatio\CRACK500_20160308_073310_1921_721.png
images\CRACK500_IMG_2930_1945_969.jpg Annotatio\CRACK500_IMG_2930_1945_969.png
images\CRACK500_IMG_2938_1945_485.jpg Annotatio\CRACK500_IMG_2938_1945_485.png
images\noncrack_noncrack_concrete_wall_55_43.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_55_43.jpg.png
images\Rissbilder_for_Florian_9S6A3087_391_2370_3356_3333.jpg Annotatio\Rissbilder_for_Florian_9S6A3087_391_2370_3356_3333.png
images\Rissbilder_for_Florian_9S6A2847_112_411_3688_4096.jpg Annotatio\Rissbilder_for_Florian_9S6A2847_112_411_3688_4096.png
images\CRACK500_20160302_155914_361_641.jpg Annotatio\CRACK500_20160302_155914_361_641.png
images\CRACK500_20160328_151429_641_721.jpg Annotatio\CRACK500_20160328_151429_641_721.png
images\noncrack_noncrack_concrete_wall_41_70.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_41_70.jpg.png
images\Rissbilder_for_Florian_9S6A3130_458_1628_3022_3954.jpg Annotatio\Rissbilder_for_Florian_9S6A3130_458_1628_3022_3954.png
images\062.jpg Annotatio\062.png
images\Rissbilder_for_Florian_9S6A2859_220_1104_2141_2580.jpg Annotatio\Rissbilder_for_Florian_9S6A2859_220_1104_2141_2580.png
images\DeepCrack_IMG14-4.jpg Annotatio\DeepCrack_IMG14-4.png
images\Rissbilder_for_Florian_9S6A2879_1152_119_3343_3569.jpg Annotatio\Rissbilder_for_Florian_9S6A2879_1152_119_3343_3569.png
images\noncrack_noncrack_concrete_wall_75_25.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_75_25.jpg.png
images\Rissbilder_for_Florian_9S6A2813_281_1283_3537_3750.jpg Annotatio\Rissbilder_for_Florian_9S6A2813_281_1283_3537_3750.png
images\CRACK500_20160326_142745_1921_1081.jpg Annotatio\CRACK500_20160326_142745_1921_1081.png
images\CRACK500_20160308_073736_1921_721.jpg Annotatio\CRACK500_20160308_073736_1921_721.png
images\052.jpg Annotatio\052.png
images\Volker_DSC01667_213_251_1552_1993.jpg Annotatio\Volker_DSC01667_213_251_1552_1993.png
images\noncrack_noncrack_concrete_wall_91_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_91_2.jpg.png
images\Rissbilder_for_Florian_9S6A2912_85_369_3711_3429.jpg Annotatio\Rissbilder_for_Florian_9S6A2912_85_369_3711_3429.png
images\CRACK500_20160405_172908_1281_721.jpg Annotatio\CRACK500_20160405_172908_1281_721.png
images\DeepCrack_IMG_6472-1.jpg Annotatio\DeepCrack_IMG_6472-1.png
images\IMG_3249_1.jpg Annotatio\IMG_3249_1.png
images\GAPS384_train_0528_541_1.jpg Annotatio\GAPS384_train_0528_541_1.png
images\Rissbilder_for_Florian_9S6A2910_391_1911_3355_3599.jpg Annotatio\Rissbilder_for_Florian_9S6A2910_391_1911_3355_3599.png
images\noncrack_noncrack_concrete_wall_75_5.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_75_5.jpg.png
images\aug_Explorer_HD2K_SN24855_11-51-43_1.jpg Annotatio\aug_Explorer_HD2K_SN24855_11-51-43_1.png
images\noncrack_noncrack_concrete_wall_20_64.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_20_64.jpg.png
images\CRACK500_20160302_155857_1_721.jpg Annotatio\CRACK500_20160302_155857_1_721.png
images\CRACK500_20160307_145000_1_721.jpg Annotatio\CRACK500_20160307_145000_1_721.png
images\Volker_DSC01612_694_1203_1062_1156.jpg Annotatio\Volker_DSC01612_694_1203_1062_1156.png
images\IMG_3764_2.jpg Annotatio\IMG_3764_2.png
images\Volker_DSC01629_302_238_1788_1390.jpg Annotatio\Volker_DSC01629_302_238_1788_1390.png
images\CRACK500_20160328_153536_1281_361.jpg Annotatio\CRACK500_20160328_153536_1281_361.png
images\IMG_3546_1.jpg Annotatio\IMG_3546_1.png
images\CRACK500_20160329_094452_1921_721.jpg Annotatio\CRACK500_20160329_094452_1921_721.png
images\CRACK500_20160303_093400_641_361.jpg Annotatio\CRACK500_20160303_093400_641_361.png
images\CRACK500_20160308_074101_1281_361.jpg Annotatio\CRACK500_20160308_074101_1281_361.png
images\aug_IMG_3749_2.jpg Annotatio\aug_IMG_3749_2.png
images\Rissbilder_for_Florian_9S6A3132_2033_174_3131_3416.jpg Annotatio\Rissbilder_for_Florian_9S6A3132_2033_174_3131_3416.png
images\Rissbilder_for_Florian_9S6A2806_2290_1065_2655_2445.jpg Annotatio\Rissbilder_for_Florian_9S6A2806_2290_1065_2655_2445.png
images\Rissbilder_for_Florian_9S6A2903_0_0_3840_5760.jpg Annotatio\Rissbilder_for_Florian_9S6A2903_0_0_3840_5760.png
images\IMG_3562.jpg Annotatio\IMG_3562.png
images\IMG_3643.jpg Annotatio\IMG_3643.png
images\Rissbilder_for_Florian_9S6A3128_304_338_2449_2867.jpg Annotatio\Rissbilder_for_Florian_9S6A3128_304_338_2449_2867.png
images\Rissbilder_for_Florian_9S6A2914_914_1292_2657_2100.jpg Annotatio\Rissbilder_for_Florian_9S6A2914_914_1292_2657_2100.png
images\CRACK500_20160308_072921_1281_721.jpg Annotatio\CRACK500_20160308_072921_1281_721.png
images\CRACK500_20160318_181632_641_361.jpg Annotatio\CRACK500_20160318_181632_641_361.png
images\Rissbilder_for_Florian_9S6A2869_171_1902_3454_3763.jpg Annotatio\Rissbilder_for_Florian_9S6A2869_171_1902_3454_3763.png
images\CRACK500_20160328_151057_1281_721.jpg Annotatio\CRACK500_20160328_151057_1281_721.png
images\aug_Explorer_HD2K_SN24855_17-17-25_2.jpg Annotatio\aug_Explorer_HD2K_SN24855_17-17-25_2.png
images\CRACK500_20160307_144931_1281_361.jpg Annotatio\CRACK500_20160307_144931_1281_361.png
images\098.jpg Annotatio\098.png
images\cracktree200_6779.jpg Annotatio\cracktree200_6779.png
images\Rissbilder_for_Florian_9S6A2839_132_1745_2786_3604.jpg Annotatio\Rissbilder_for_Florian_9S6A2839_132_1745_2786_3604.png
images\CFD_020.jpg Annotatio\CFD_020.png
images\IMG_20190821_203658_BURST2_1.jpg Annotatio\IMG_20190821_203658_BURST2_1.png
images\Rissbilder_for_Florian_9S6A2849_677_1259_2977_2566.jpg Annotatio\Rissbilder_for_Florian_9S6A2849_677_1259_2977_2566.png
images\CRACK500_20160328_154339_1_361.jpg Annotatio\CRACK500_20160328_154339_1_361.png
images\CRACK500_20160328_151409_1281_721.jpg Annotatio\CRACK500_20160328_151409_1281_721.png
images\CRACK500_20160308_073736_641_721.jpg Annotatio\CRACK500_20160308_073736_641_721.png
images\Rissbilder_for_Florian_9S6A2864_55_399_3744_3018.jpg Annotatio\Rissbilder_for_Florian_9S6A2864_55_399_3744_3018.png
images\noncrack_noncrack_concrete_wall_102_8.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_102_8.jpg.png
images\Rissbilder_for_Florian_9S6A2817_543_2146_2822_2629.jpg Annotatio\Rissbilder_for_Florian_9S6A2817_543_2146_2822_2629.png
images\Rissbilder_for_Florian_9S6A3126_1673_2305_1962_2478.jpg Annotatio\Rissbilder_for_Florian_9S6A3126_1673_2305_1962_2478.png
images\Rissbilder_for_Florian_9S6A2822_734_498_2529_2091.jpg Annotatio\Rissbilder_for_Florian_9S6A2822_734_498_2529_2091.png
images\Rissbilder_for_Florian_9S6A2807_74_1803_3575_3329.jpg Annotatio\Rissbilder_for_Florian_9S6A2807_74_1803_3575_3329.png
images\CRACK500_20160222_165947_1281_721.jpg Annotatio\CRACK500_20160222_165947_1281_721.png
images\noncrack_noncrack_concrete_wall_86_2.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_86_2.jpg.png
images\noncrack_noncrack_concrete_wall_69_3.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_69_3.jpg.png
images\CRACK500_20160328_153821_1921_721.jpg Annotatio\CRACK500_20160328_153821_1921_721.png
images\Volker_DSC01636_1171_164_1235_1639.jpg Annotatio\Volker_DSC01636_1171_164_1235_1639.png
images\DeepCrack_IMG25-7.jpg Annotatio\DeepCrack_IMG25-7.png
images\20200228_111028.jpg Annotatio\20200228_111028.png
images\IMG_3261_1.jpg Annotatio\IMG_3261_1.png
images\IMG_3647_3.jpg Annotatio\IMG_3647_3.png
images\DeepCrack_11159.jpg Annotatio\DeepCrack_11159.png
images\Rissbilder_for_Florian_9S6A3118_1079_24_4143_3371.jpg Annotatio\Rissbilder_for_Florian_9S6A3118_1079_24_4143_3371.png
images\aug_542.jpg Annotatio\aug_542.png
images\GAPS384_train_1227_541_641.jpg Annotatio\GAPS384_train_1227_541_641.png
images\GAPS384_train_0579_541_1.jpg Annotatio\GAPS384_train_0579_541_1.png
images\CRACK500_20160324_170347_1281_1081.jpg Annotatio\CRACK500_20160324_170347_1281_1081.png
images\Rissbilder_for_Florian_9S6A2822_2455_116_3221_3658.jpg Annotatio\Rissbilder_for_Florian_9S6A2822_2455_116_3221_3658.png
images\Rissbilder_for_Florian_9S6A2803_605_2876_2257_2561.jpg Annotatio\Rissbilder_for_Florian_9S6A2803_605_2876_2257_2561.png
images\DeepCrack_IMG_6472-3.jpg Annotatio\DeepCrack_IMG_6472-3.png
images\Rissbilder_for_Florian_9S6A2878_141_571_3250_3679.jpg Annotatio\Rissbilder_for_Florian_9S6A2878_141_571_3250_3679.png
images\aug_20200228_110354_3.jpg Annotatio\aug_20200228_110354_3.png
images\CRACK500_20160330_165325_1281_361.jpg Annotatio\CRACK500_20160330_165325_1281_361.png
images\Rissbilder_for_Florian_9S6A2870_257_165_2950_3732.jpg Annotatio\Rissbilder_for_Florian_9S6A2870_257_165_2950_3732.png
images\aug_IMG_3685_1.jpg Annotatio\aug_IMG_3685_1.png
images\CRACK500_20160328_154017_1281_1.jpg Annotatio\CRACK500_20160328_154017_1281_1.png
images\Rissbilder_for_Florian_9S6A2808_26_1297_2530_3365.jpg Annotatio\Rissbilder_for_Florian_9S6A2808_26_1297_2530_3365.png
images\Rissbilder_for_Florian_9S6A2837_178_1180_3147_2548.jpg Annotatio\Rissbilder_for_Florian_9S6A2837_178_1180_3147_2548.png
images\CRACK500_20160307_164226_1921_361.jpg Annotatio\CRACK500_20160307_164226_1921_361.png
images\Rissbilder_for_Florian_9S6A3110_962_560_2740_2144.jpg Annotatio\Rissbilder_for_Florian_9S6A3110_962_560_2740_2144.png
images\Explorer_HD2K_SN24855_16-54-24_2.jpg Annotatio\Explorer_HD2K_SN24855_16-54-24_2.png
images\Rissbilder_for_Florian_9S6A2852_965_1004_2606_2788.jpg Annotatio\Rissbilder_for_Florian_9S6A2852_965_1004_2606_2788.png
images\CRACK500_20160329_094055_1_721.jpg Annotatio\CRACK500_20160329_094055_1_721.png
images\CRACK500_20160328_151241_1_1.jpg Annotatio\CRACK500_20160328_151241_1_1.png
images\Rissbilder_for_Florian_9S6A2829_2878_760_2279_2341.jpg Annotatio\Rissbilder_for_Florian_9S6A2829_2878_760_2279_2341.png
images\Rissbilder_for_Florian_9S6A3108_43_1162_3415_3672.jpg Annotatio\Rissbilder_for_Florian_9S6A3108_43_1162_3415_3672.png
images\noncrack_noncrack_concrete_wall_24_7.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_24_7.jpg.png
images\Eugen_Muller_9360_99_556_518_594.jpg Annotatio\Eugen_Muller_9360_99_556_518_594.png
images\CRACK500_20160326_142521_1281_721.jpg Annotatio\CRACK500_20160326_142521_1281_721.png
images\CRACK500_IMG_2931_1_485.jpg Annotatio\CRACK500_IMG_2931_1_485.png
images\CRACK500_20160306_103657_1281_361.jpg Annotatio\CRACK500_20160306_103657_1281_361.png
images\Volker_DSC01705_108_1269_1575_1361.jpg Annotatio\Volker_DSC01705_108_1269_1575_1361.png
images\DeepCrack_IMG11-5.jpg Annotatio\DeepCrack_IMG11-5.png
images\Rissbilder_for_Florian_9S6A3124_785_1586_2875_3395.jpg Annotatio\Rissbilder_for_Florian_9S6A3124_785_1586_2875_3395.png
images\IMG_20190813_120553_BURST6_2.jpg Annotatio\IMG_20190813_120553_BURST6_2.png
images\noncrack_noncrack_concrete_wall_96_11.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_96_11.jpg.png
images\Volker_DSC01656_445_1058_1223_1423.jpg Annotatio\Volker_DSC01656_445_1058_1223_1423.png
images\Rissbilder_for_Florian_9S6A2890_252_281_3421_3199.jpg Annotatio\Rissbilder_for_Florian_9S6A2890_252_281_3421_3199.png
images\Rissbilder_for_Florian_9S6A2835_415_438_2900_2478.jpg Annotatio\Rissbilder_for_Florian_9S6A2835_415_438_2900_2478.png
images\CRACK500_20160308_072921_641_361.jpg Annotatio\CRACK500_20160308_072921_641_361.png
images\noncrack_noncrack_concrete_wall_74_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_74_0.jpg.png
images\CRACK500_20160329_111111_1921_721.jpg Annotatio\CRACK500_20160329_111111_1921_721.png
images\Rissbilder_for_Florian_9S6A2896_34_1556_3791_4169.jpg Annotatio\Rissbilder_for_Florian_9S6A2896_34_1556_3791_4169.png
images\CRACK500_20160328_152305_1921_721.jpg Annotatio\CRACK500_20160328_152305_1921_721.png
images\noncrack_noncrack_concrete_wall_54_12.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_54_12.jpg.png
images\IMG_3624.jpg Annotatio\IMG_3624.png
images\aug_IMG_3651_2.jpg Annotatio\aug_IMG_3651_2.png
images\Rissbilder_for_Florian_9S6A2923_244_135_3266_3651.jpg Annotatio\Rissbilder_for_Florian_9S6A2923_244_135_3266_3651.png
images\Rissbilder_for_Florian_9S6A3101_5_1006_3832_3916.jpg Annotatio\Rissbilder_for_Florian_9S6A3101_5_1006_3832_3916.png
images\CRACK500_20160328_152308_1921_721.jpg Annotatio\CRACK500_20160328_152308_1921_721.png
images\Rissbilder_for_Florian_9S6A2859_3417_512_2233_2851.jpg Annotatio\Rissbilder_for_Florian_9S6A2859_3417_512_2233_2851.png
images\Rissbilder_for_Florian_9S6A3109_154_1796_3371_2973.jpg Annotatio\Rissbilder_for_Florian_9S6A3109_154_1796_3371_2973.png
images\Rissbilder_for_Florian_9S6A3110_1129_2899_1964_2510.jpg Annotatio\Rissbilder_for_Florian_9S6A3110_1129_2899_1964_2510.png
images\CRACK500_20160222_081031_1281_361.jpg Annotatio\CRACK500_20160222_081031_1281_361.png
images\GAPS384_train_1246_541_1.jpg Annotatio\GAPS384_train_1246_541_1.png
images\IMG_3764_1.jpg Annotatio\IMG_3764_1.png
images\Rissbilder_for_Florian_9S6A3121_442_450_2300_2592.jpg Annotatio\Rissbilder_for_Florian_9S6A3121_442_450_2300_2592.png
images\IMG_3480_1.jpg Annotatio\IMG_3480_1.png
images\noncrack_noncrack_concrete_wall_6_0.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_6_0.jpg.png
images\IMG_3783.jpg Annotatio\IMG_3783.png
images\CRACK500_20160328_154334_1281_361.jpg Annotatio\CRACK500_20160328_154334_1281_361.png
images\CRACK500_20160306_103816_1281_361.jpg Annotatio\CRACK500_20160306_103816_1281_361.png
images\GAPS384_train_0603_541_1.jpg Annotatio\GAPS384_train_0603_541_1.png
images\CRACK500_20160328_152308_641_361.jpg Annotatio\CRACK500_20160328_152308_641_361.png
images\Rissbilder_for_Florian_9S6A2812_12_145_3808_4433.jpg Annotatio\Rissbilder_for_Florian_9S6A2812_12_145_3808_4433.png
images\GAPS384_train_0690_541_641.jpg Annotatio\GAPS384_train_0690_541_641.png
images\Rissbilder_for_Florian_9S6A2907_193_1307_3593_4249.jpg Annotatio\Rissbilder_for_Florian_9S6A2907_193_1307_3593_4249.png
images\Rissbilder_for_Florian_9S6A2822_2358_22_2998_3099.jpg Annotatio\Rissbilder_for_Florian_9S6A2822_2358_22_2998_3099.png
images\Volker_DSC01650_0_0_2736_1824.jpg Annotatio\Volker_DSC01650_0_0_2736_1824.png
images\DeepCrack_IMG11-3.jpg Annotatio\DeepCrack_IMG11-3.png
images\CFD_036.jpg Annotatio\CFD_036.png
images\noncrack_noncrack_concrete_wall_64_3.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_64_3.jpg.png
images\CRACK500_20160329_101511_1_721.jpg Annotatio\CRACK500_20160329_101511_1_721.png
images\Rissbilder_for_Florian_9S6A2895_915_1582_2895_2713.jpg Annotatio\Rissbilder_for_Florian_9S6A2895_915_1582_2895_2713.png
images\CRACK500_20160329_101514_1281_361.jpg Annotatio\CRACK500_20160329_101514_1281_361.png
images\Rissbilder_for_Florian_9S6A2798_14_1239_3426_2650.jpg Annotatio\Rissbilder_for_Florian_9S6A2798_14_1239_3426_2650.png
images\Rissbilder_for_Florian_9S6A2904_63_228_2973_3939.jpg Annotatio\Rissbilder_for_Florian_9S6A2904_63_228_2973_3939.png
images\noncrack_noncrack_concrete_wall_20_62.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_20_62.jpg.png
images\CRACK500_20160328_154011_1_721.jpg Annotatio\CRACK500_20160328_154011_1_721.png
images\DeepCrack_IMG27-8.jpg Annotatio\DeepCrack_IMG27-8.png
images\CRACK500_20160326_142521_641_1.jpg Annotatio\CRACK500_20160326_142521_641_1.png
images\CRACK500_20160308_073014_1921_721.jpg Annotatio\CRACK500_20160308_073014_1921_721.png
images\CRACK500_20160329_111111_641_361.jpg Annotatio\CRACK500_20160329_111111_641_361.png
images\CRACK500_20160326_142349_641_721.jpg Annotatio\CRACK500_20160326_142349_641_721.png
images\Rissbilder_for_Florian_9S6A3101_682_1712_2101_2312.jpg Annotatio\Rissbilder_for_Florian_9S6A3101_682_1712_2101_2312.png
images\Rissbilder_for_Florian_9S6A3121_550_50_2615_2070.jpg Annotatio\Rissbilder_for_Florian_9S6A3121_550_50_2615_2070.png
images\CRACK500_IMG_2934_1297_969.jpg Annotatio\CRACK500_IMG_2934_1297_969.png
images\Rissbilder_for_Florian_9S6A2879_516_711_2871_2338.jpg Annotatio\Rissbilder_for_Florian_9S6A2879_516_711_2871_2338.png
images\Rissbilder_for_Florian_9S6A2895_176_1113_3109_3065.jpg Annotatio\Rissbilder_for_Florian_9S6A2895_176_1113_3109_3065.png
images\Volker_DSC01699_751_408_1048_1101.jpg Annotatio\Volker_DSC01699_751_408_1048_1101.png
images\IMG_3732.jpg Annotatio\IMG_3732.png
images\CRACK500_20160328_151402_1_721.jpg Annotatio\CRACK500_20160328_151402_1_721.png
images\Rissbilder_for_Florian_9S6A2864_929_1483_2857_3550.jpg Annotatio\Rissbilder_for_Florian_9S6A2864_929_1483_2857_3550.png
images\IMG_3628_1.jpg Annotatio\IMG_3628_1.png
images\aug_IMG_3532_1.jpg Annotatio\aug_IMG_3532_1.png
images\noncrack_noncrack_concrete_wall_90_5.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_90_5.jpg.png
images\Volker_DSC01646_997_41_1673_1439.jpg Annotatio\Volker_DSC01646_997_41_1673_1439.png
images\Rissbilder_for_Florian_9S6A2880_1244_1022_2375_2527.jpg Annotatio\Rissbilder_for_Florian_9S6A2880_1244_1022_2375_2527.png
images\cracktree200_6722.jpg Annotatio\cracktree200_6722.png
images\aug_556.jpg Annotatio\aug_556.png
images\Rissbilder_for_Florian_9S6A2782_29_2256_3349_3071.jpg Annotatio\Rissbilder_for_Florian_9S6A2782_29_2256_3349_3071.png
images\CRACK500_20160307_144150_641_1.jpg Annotatio\CRACK500_20160307_144150_641_1.png
images\CRACK500_20160308_073310_1_361.jpg Annotatio\CRACK500_20160308_073310_1_361.png
images\GAPS384_train_1337_1_1.jpg Annotatio\GAPS384_train_1337_1_1.png
images\aug_IMG_20190813_113728_1.jpg Annotatio\aug_IMG_20190813_113728_1.png
images\aug_Explorer_HD2K_SN24855_16-47-44.jpg Annotatio\aug_Explorer_HD2K_SN24855_16-47-44.png
images\CFD_061.jpg Annotatio\CFD_061.png
images\CRACK500_20160308_074321_641_1081.jpg Annotatio\CRACK500_20160308_074321_641_1081.png
images\aug_Explorer_HD2K_SN24855_17-19-46.jpg Annotatio\aug_Explorer_HD2K_SN24855_17-19-46.png
images\IMG_3419.jpg Annotatio\IMG_3419.png
images\aug_Explorer_HD2K_SN24855_11-28-29_1.jpg Annotatio\aug_Explorer_HD2K_SN24855_11-28-29_1.png
images\aug_IMG_3554_1.jpg Annotatio\aug_IMG_3554_1.png
images\aug_IMG_3597_1.jpg Annotatio\aug_IMG_3597_1.png
images\IMG_3557_1.jpg Annotatio\IMG_3557_1.png
images\Rissbilder_for_Florian_9S6A2892_1896_32_2536_2839.jpg Annotatio\Rissbilder_for_Florian_9S6A2892_1896_32_2536_2839.png
images\noncrack_noncrack_concrete_wall_14_23.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_14_23.jpg.png
images\aug_IMG_3781_2.jpg Annotatio\aug_IMG_3781_2.png
images\aug_IMG_20190821_201356_1.jpg Annotatio\aug_IMG_20190821_201356_1.png
images\IMG_3232.jpg Annotatio\IMG_3232.png
images\aug_IMG_3429_1.jpg Annotatio\aug_IMG_3429_1.png
images\CRACK500_20160316_141721_1921_361.jpg Annotatio\CRACK500_20160316_141721_1921_361.png
images\20200228_110515.jpg Annotatio\20200228_110515.png
images\noncrack_noncrack_concrete_wall_55_26.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_55_26.jpg.png
images\aug_20200228_111316_1.jpg Annotatio\aug_20200228_111316_1.png
images\Rissbilder_for_Florian_9S6A3109_1161_1168_2308_2411.jpg Annotatio\Rissbilder_for_Florian_9S6A3109_1161_1168_2308_2411.png
images\IMG_3567_1.jpg Annotatio\IMG_3567_1.png
images\aug_Explorer_HD2K_SN24855_16-56-20.jpg Annotatio\aug_Explorer_HD2K_SN24855_16-56-20.png
images\Rissbilder_for_Florian_9S6A3110_426_702_3313_3341.jpg Annotatio\Rissbilder_for_Florian_9S6A3110_426_702_3313_3341.png
images\264.jpg Annotatio\264.png
images\CRACK500_20160328_153915_1_361.jpg Annotatio\CRACK500_20160328_153915_1_361.png
images\CRACK500_20160328_154011_1281_1.jpg Annotatio\CRACK500_20160328_154011_1281_1.png
images\CRACK500_20160328_151413_641_721.jpg Annotatio\CRACK500_20160328_151413_641_721.png
images\Rissbilder_for_Florian_9S6A2911_188_3340_2407_2072.jpg Annotatio\Rissbilder_for_Florian_9S6A2911_188_3340_2407_2072.png
images\aug_IMG_3676_1.jpg Annotatio\aug_IMG_3676_1.png
images\Volker_DSC01693_999_24_1339_1304.jpg Annotatio\Volker_DSC01693_999_24_1339_1304.png
images\Rissbilder_for_Florian_9S6A2842_15_1188_3615_3994.jpg Annotatio\Rissbilder_for_Florian_9S6A2842_15_1188_3615_3994.png
images\aug_IMG_3672.jpg Annotatio\aug_IMG_3672.png
images\aug_20200228_110729.jpg Annotatio\aug_20200228_110729.png
images\CRACK500_20160328_152511_1281_721.jpg Annotatio\CRACK500_20160328_152511_1281_721.png
images\CRACK500_20160402_151837_1921_721.jpg Annotatio\CRACK500_20160402_151837_1921_721.png
images\cracktree200_6291.jpg Annotatio\cracktree200_6291.png
images\Rissbilder_for_Florian_9S6A2844_46_2598_2475_3052.jpg Annotatio\Rissbilder_for_Florian_9S6A2844_46_2598_2475_3052.png
images\Rissbilder_for_Florian_9S6A2847_89_1885_3295_3705.jpg Annotatio\Rissbilder_for_Florian_9S6A2847_89_1885_3295_3705.png
images\Rissbilder_for_Florian_9S6A3133_3452_1010_2291_2469.jpg Annotatio\Rissbilder_for_Florian_9S6A3133_3452_1010_2291_2469.png
images\Rissbilder_for_Florian_9S6A2845_756_791_2427_2755.jpg Annotatio\Rissbilder_for_Florian_9S6A2845_756_791_2427_2755.png
images\noncrack_noncrack_concrete_wall_46_3.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_46_3.jpg.png
images\noncrack_noncrack_concrete_wall_72_1.jpg.jpg Annotatio\noncrack_noncrack_concrete_wall_72_1.jpg.png
images\Rissbilder_for_Florian_9S6A2864_77_632_3648_4298.jpg Annotatio\Rissbilder_for_Florian_9S6A2864_77_632_3648_4298.png
images\Volker_DSC01709_0_0_1824_2736.jpg Annotatio\Volker_DSC01709_0_0_1824_2736.png
images\Rissbilder_for_Florian_9S6A3134_350_1521_3433_3651.jpg Annotatio\Rissbilder_for_Florian_9S6A3134_350_1521_3433_3651.png
images\IMG_3609_1.jpg Annotatio\IMG_3609_1.png
images\aug_20200228_110614_1.jpg Annotatio\aug_20200228_110614_1.png
images\Rissbilder_for_Florian_9S6A2863_616_675_2349_3055.jpg Annotatio\Rissbilder_for_Florian_9S6A2863_616_675_2349_3055.png
images\CRACK500_20160405_171716_1281_361.jpg Annotatio\CRACK500_20160405_171716_1281_361.png
